Index,ID,TraitVal,TraitUnit,Phylum,Class,Order,Family,Genus,Species,Temp,TempUnit,Label
116,Fig3_A_brierleyi,0.000000296,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,47.5705,Celsius,Respiration
117,Fig3_A_brierleyi,0.000000395,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,48.7419,Celsius,Respiration
118,Fig3_A_brierleyi,0.000000441,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,50.4989,Celsius,Respiration
119,Fig3_A_brierleyi,0.000000494,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,53.6876,Celsius,Respiration
120,Fig3_A_brierleyi,0.000000588,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,55.3796,Celsius,Respiration
121,Fig3_A_brierleyi,0.000000624,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,57.7223,Celsius,Respiration
122,Fig3_A_brierleyi,0.000000739,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,59.2191,Celsius,Respiration
123,Fig3_A_brierleyi,0.000000779,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,61.1714,Celsius,Respiration
124,Fig3_A_brierleyi,0.00000102,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,62.538,Celsius,Respiration
125,Fig3_A_brierleyi,0.000000931,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,64.8807,Celsius,Respiration
126,Fig3_A_brierleyi,0.00000126,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,66.833,Celsius,Respiration
127,Fig3_A_brierleyi,0.00000171,s-1,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Acidianus,brierleyi,72.1041,Celsius,Respiration
